,0,2,5,7,9,10,11,12,14,16,17,18,19,20,21,22,23,24,26,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,44,45,46,48,49,51,52,53,54,55,56,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,87,88,91,92,94
366,[14 11],[14 11],[17 10],[15  9],[14 11],[17  9],,,[15 11],[16  9],[17  9],[15 13],[14 10],[15  8],[15  8],[21 16],,[16  9],,[14 10],[14 11],[16 10],[14  9],[17 20],[13 11],[13  9],[14 10],[14  9],,[14 10],[19 14],[15 10],[16 11],[14  9],[15  8],[15  9],[15 11],[14  8],[14  9],[19 13],[16  9],[17 11],[16  9],[14 10],[14  9],[14 10],[17 18],[16 10],[14 10],,[18 20],[14  9],,,[14 10],,[14  8],[16 11],[17 11],[16 10],,,[16 11],,,[16 12],,,[16  9],,,,[16 10],,,,
367,[14 12],[14 11],[17 10],[21 15],[14 11],[17  9],,,[14 11],[15  9],[17  9],[15 13],[15 10],[14  8],[15  8],[21 17],,[16  9],,[14 10],[14 11],[16 10],[14  9],[17 20],[14 11],[13  9],[14 11],[14  9],,[14 10],[19 15],[15 10],[16 11],[14  9],[14  8],[14  9],[15 11],[14  8],[13  9],[19 12],[18 10],[17 10],[16  9],[14 10],[14  9],[14 10],[17 18],[16  9],,,[18 19],[14  9],,,[14 10],,[14  8],[16 11],[17 11],[16 10],,,[16 11],,,[16 12],,,[16 10],,,,[16 10],,,,
368,[14 12],[14 10],[17 10],[15  9],[14 11],[17  9],,,[15 11],[16  9],[17  9],[16 13],[14 10],[14  8],[16  8],[21 17],,[16  9],,[14 10],[14 11],[16 10],[13  9],[17 20],[14 11],[13  9],[13 10],[14  9],,[14 10],[18 14],[15 10],[16 11],[14  9],[15  8],[15  9],[15 11],[14  8],[14  9],[19 13],[16  9],[17 22],[16  9],[14 10],[14  9],[14 10],[17 18],[16 10],,,[18 21],[14  9],,,[14 10],,[13  8],[16 11],[17 11],[16 10],,,[16 11],,,[16 12],,,[16 10],,,,[16 10],,,,
369,[14 12],[14 11],[17 10],[16 10],[14 11],[17  9],,,[15 11],[16  9],[16  9],[15 13],[15 10],[14  8],[16  8],[21 17],,[16  9],,[14 10],[14 11],[16 10],[13  9],[17 20],[14 11],[13  9],[13 10],[14  9],,[15 10],[19 15],[14 10],[16 11],[13  9],[14  7],[14  9],[15 10],[14  8],[14  9],[19 13],[16  9],[16 21],[16  9],[14 10],[13  9],[14 10],[17 18],[16 10],,,[17 19],[13  9],,,[14 10],,[13  8],[16 11],[17 11],[16 10],,,[16 11],,,[16 12],,,[15 10],,,,[16 10],,,,
370,[14 11],[14 11],[17  9],[20 16],[15 11],[17  9],,,[14 11],[16  9],[16  9],[15 13],[15 10],[15  8],[15  8],[21 16],,[16  9],,[14 10],[14 10],[16 10],[14  9],[16 19],[14 11],[13  9],[16 12],[15 10],,[14 10],[18 14],[15 10],[16 11],[14  9],[15  8],[14  9],[15 10],[14  8],[14  9],[18 12],[16  9],[16 21],[16  9],[15 10],[13  9],[14 10],[17 18],[17 10],,,[17 19],[14  9],,,[14 10],,[13  8],[16 10],[17 11],[16 10],,,[16 11],,,[16 12],,,[16 10],,,,[16 10],,,,
371,[14 12],[14 11],[17 10],[20 15],[14 11],[17  9],,,[14 11],[16  9],[16  9],[15 13],[14 10],[14  8],[16  8],[21 17],,[16  9],,[14 10],[14 11],[16 11],[14  9],[17 21],[13 11],[13  9],[13 11],[14 10],,[14 10],[19 15],[15 10],[16 11],[13  9],[15  8],[15  9],[15 10],[14  8],[14  9],[18 12],[17 10],[16 21],[16 10],[14 10],[14  9],[14 10],[17 18],[17 10],,,[18 20],[13  9],,,[14 10],,[13  8],[16 10],[17 11],[16 10],,,[16 11],,,[16 12],,,[16 10],,,,[16 10],,,,
372,[14 10],[15 11],[17 10],[20 15],[15 11],[17  9],,,[15 11],[16  9],[17  9],[15 13],[15 10],[15  8],[16  8],[21 17],,[16  9],,[14 10],[14 11],[16 10],[14  9],[17 20],[13 11],[13  9],[13 10],[15 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[14  8],[14  9],[14 11],[14  9],[14  9],[18 13],[16  9],[16 21],[16  9],[14 10],[14  9],[14 10],[17 18],[17 10],,,[17 19],[14  9],,,[14 10],,[14  9],[16 11],[17 11],[16 10],,,[16 11],,,[16 12],,,[16 10],,,,[16 10],,,,
373,[14 10],[14 11],[17 10],[20 16],[14 11],[17  9],,,[15 11],[16  9],[17  9],[15 13],[15 10],[15  8],[16  8],[21 16],,[16  9],,[14 10],[14 11],[16 10],[14  9],[17 20],[14 11],[13  9],[14 10],[15 10],,[14 10],[18 14],[15 10],[16 11],[14  9],[14  8],[15  9],[15 10],[14  8],[14  9],[19 13],[17  9],[16 20],[16 10],[14 10],[14  9],[14 10],[17 18],[16 10],,,[17 20],[14  9],,,[13 14],,[13  9],[16 10],[22 29],[16 10],,,[16 11],,,[16 12],,,[16 10],,,,[16 10],,,,
374,[14 11],[14 11],[17 10],[14  9],[15 11],[17  9],,,[14 11],[17  9],[17  9],[15 13],[14 10],[14  8],[15  8],[21 17],,[16  9],,[14 10],[14 11],[16 10],[13  9],[17 20],[14 11],[13  9],[14  9],[14  9],,[14 10],[18 14],[14 10],[16 11],[13  9],[14  8],[15  9],[15 11],[14  8],[14  9],[19 13],[16  9],[16 21],[16  9],[14 10],[14  9],[14 10],[17 18],[16  9],,,[18 20],[14  9],,,,,[14  9],[16 11],[17 11],[16 10],,,[16 11],,,[16 12],,,[15  9],,,,[16 10],,,,
375,[14 11],[14 10],[17  9],[15  9],[14 11],[18  9],,,[14 11],[16  9],[16  9],[15 12],[14 10],[15  8],[15  8],[21 17],,[16  9],,[14 10],[14 11],[16 10],[13  9],[17 19],[14 11],[13  9],[14  9],[14 10],,[14 10],[19 15],[16 10],[16 11],[13  9],[14  7],[14  9],[15 11],[14  8],[14  9],[19 13],[17  9],[17 10],[16  9],[15 10],[14  9],[14 10],[17 18],[17 10],,,[17 19],[13  9],,,,,[14  9],[16 10],[17 11],[16 10],,,[16 11],,,[16 12],,,[16  9],,,,[16 10],,,,
376,[14 11],[15 11],[16 10],[16 10],[14 12],[17  9],,,[14 11],[16  8],[16  9],[15 13],[14 10],[15  8],[15  9],[21 17],,[16  9],,[14 10],[14 11],[16 10],[13  9],[16 20],[13 11],[13  9],[13 10],[14 10],,[14 10],[18 14],[14 10],[16 11],[13  9],[14  8],[14  9],[15 11],[13  8],[14  9],[19 13],[17 10],[16 21],[16 10],[14 10],[14  9],[13 10],[17 18],[16 10],,,[17 19],[13  9],,,,,[14  9],[15 11],[17 11],[16 10],,,[16 11],,,[16 12],,,[15 10],,,,[16 10],,,,
377,[14 11],[15 11],[17 10],[15  9],[14 11],[17  9],,,[15 11],[16  8],[16  9],[15 12],[14 10],[15  8],[16  8],[21 17],,[16  9],,[14 10],[14 10],[16 10],[13  9],[17 20],[13 11],[13  9],[13 11],[14 10],,[14 10],[19 14],[15 10],[16 11],[14  9],[15  8],[15  9],[15 10],[14  8],[14  9],[18 12],[16  9],[16 20],[16  9],[15 10],[14  9],[14 10],[17 18],[16 10],,,[18 20],[14  9],,,,,[13  8],[16 10],[17 11],[16 10],,,[16 11],,,[16 12],,,[15  9],,,,[16 15],,,,
378,[14 11],[14 11],[17 10],[15  9],[14 11],[17  9],,,[14 11],[15  9],[17  9],[15 13],[15 10],[14  8],[15  9],[21 17],,[16 10],,[14 10],[14 11],[16 10],[13  9],[17 20],[13 11],[13  9],[14 10],[15 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[15  8],[14  9],[15 11],[14  8],[14  9],[18 12],[17 10],[16 21],[16  9],[14 10],[14  9],[14 10],[17 18],[17 10],,,[17 20],[14  9],,,,,[13  9],[15 11],[17 11],[16 10],,,[16 11],,,[16 12],,,[15 10],,,,,,,,
379,[14 11],[15 11],[17  9],[15  9],[15 11],[17  9],,,[15 11],[15  9],[17  9],[15 13],[15 10],[14  8],[15  8],[21 17],,[16  9],,[14 10],[14 11],[16 10],[13  9],[17 20],[13 11],[13  9],[13 10],[14  9],,[14 10],[19 15],[15 10],[16 11],[14  9],[15  8],[15  9],[15 10],[14  8],[14  9],[18 12],[16  9],[16 21],[16 10],[14 10],[14  9],[14 10],[17 18],[16 10],,,[18 20],[13  9],,,,,[13  8],[16 11],[17 11],[16 10],,,[16 11],,,[16 12],,,[16 10],,,,,,,,
380,[14 11],[14 11],[17 10],[15 10],[15 12],[17 10],,,[14 11],[16  9],[16  9],[15 13],[15 11],[14  8],[15  9],[21 17],,[16 10],,[14 10],[14 11],[16 11],[14 10],[17 20],[13 11],[13  9],[14 10],[14 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[14  8],[15 10],[15 11],[14  8],[14  9],[18 12],[17  9],[16 22],[16 10],[15 10],[14  9],[14 10],[17 18],[16 10],,,[18 20],[13  9],,,,,[14  9],[16 11],[17 12],[16 11],,,[16 11],,,[16 13],,,[17 20],,,,,,,,
381,[14 11],[14 11],[17 10],[16 10],[14 11],[17  9],,,[15 11],[16  8],[16 10],[15 13],[14 10],[15  8],[15  8],[21 17],,[16  9],,[14 10],[14 11],[16 10],[13  9],[17 20],[13 11],[13  9],[14 10],[14  9],,[14 10],[19 15],[15 10],[16 11],[14  9],[14  8],[14  9],[15 10],[14  8],[14  9],[18 12],[16  9],[16 21],[16  9],[14 10],[14  9],[14 10],[17 17],[16  9],,,[18 20],[14  9],,,,,[13  8],[16 10],[17 11],[16 10],,,[16 11],,,[16 12],,,,,,,,,,,
382,[13 11],[14 11],[17 10],[15 10],[14 12],[17 10],,,[14 11],[16  9],[16 10],[15 13],[14 11],[14  8],[15  9],[21 18],,[16 10],,[14 10],[14 11],[16 10],[14  9],[17 20],[13 11],[13  9],[14 10],[14 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[14  8],[14  9],[14 10],[13  8],[14  9],[18 12],[17 10],[16 21],[16  9],[14 10],[14  9],[14 10],[17 18],[16 10],,,[18 21],[14  9],,,,,[13  9],[16 11],[17 11],[16 10],,,[16 11],,,[16 12],,,,,,,,,,,
383,[14 11],[14 11],[17 10],[16 10],[14 12],[17  9],,,[14 11],[16  9],[16 10],[15 13],[14 11],[14  8],[15  8],[21 17],,[16  9],,[14 10],[14 11],[16 10],[13  9],[17 20],[13 11],[13  9],[14 10],[14 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[14  8],[14  9],[15 10],[14  8],[14  9],[18 12],[17  9],[16 21],[16 10],[14 10],[14  9],[14 10],[17 18],[16 10],,,[18 19],[14  9],,,,,[13  9],[16 11],[17 11],[16 10],,,[16 11],,,[16 12],,,,,,,,,,,
384,[14 11],[14 11],[16 10],[15  9],[14 11],[17 10],,,[14 11],[15  9],[17 10],[15 13],[15 11],[14  8],[15  8],[21 18],,[16  9],,[14 10],[14 11],[16 10],[14 10],[17 20],[13 11],[13  9],[13 10],[14 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[15  8],[15  9],[15 11],[14  8],[14  9],[18 12],[17  9],[15 21],[18 10],[15 10],[14  9],[14 10],[17 18],[17 10],,,[18 20],[14  9],,,,,[14  9],[15 11],[17 11],[16 11],,,[16 11],,,[16 12],,,,,,,,,,,
385,[13 11],[14 11],[17 10],[15  9],[14 11],[17 10],,,[14 11],[16  9],[17 10],[15 13],[14 10],[14  8],[15  8],[21 17],,[16 10],,[15 10],[14 11],[16 10],[14  9],[17 20],[13 11],[13  9],[13 10],[15 10],,[14 10],[19 14],[15 10],[16 11],[14  9],[15  8],[15  9],[15 10],[13  8],[14  9],[18 12],[17  9],[14  9],[16  9],[14  9],[13  9],[14 10],[17 17],[16  9],,,[17 18],[13  9],,,,,[13  9],[15 11],[17 11],[16 11],,,[17 11],,,[16 12],,,,,,,,,,,
386,[14 11],[14 11],[16 10],[14  9],[14 11],[17 10],,,[14 11],[16  9],[17 10],[15 13],[15 10],[14  8],[16  8],[21 17],,[16 10],,[14 10],[14 11],[16 10],[14  9],[17 21],[13 11],[13  9],[14 11],[15 10],,[14 10],[19 15],[14 10],[16 11],[13  9],[15  8],[15  9],[15 11],[14  8],[14  9],[18 12],[16  9],[14  8],[16 10],[14  9],[14  9],[14 10],[17 17],[16 10],,,[18 19],[14  9],,,,,[10 20],[16 11],[16 11],[16 11],,,[16 11],,,[16 12],,,,,,,,,,,
387,[14 11],[14 11],[17 10],[15  9],[14 12],[17 10],,,[14 11],,[16 10],[15 13],[14 11],[14  8],[15  8],[21 18],,[16 10],,[14 10],[14 11],[16 10],[14  9],[17 20],[13 11],[13  9],[13 11],[14 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[15  8],[14  9],[15 11],[14  8],[14  9],[18 12],[17  9],[13  9],[16 10],[14 10],[14  9],[14 10],[17 17],[17 10],,,[18 20],[14  9],,,,,[10 21],[15 11],[16 11],[16 11],,,[16 11],,,[16 13],,,,,,,,,,,
388,[14 11],[14 11],[17  9],[14  9],[14 11],[17 10],,,[14 11],,[16 11],[15 13],[15 11],[14  8],[15  8],[21 20],,[16 10],,[14 10],[14 11],[16 10],[14  9],[17 20],[13 11],[13  9],[14 11],[14 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[14  8],[14  9],[15 10],[14  8],[14  9],[18 12],[17  9],[13  9],[16  9],[14  9],[14  9],[14 10],[17 17],[17 10],,,[18 20],[14  9],,,,,[10 22],[15 11],[16 11],[16 11],,,[16 10],,,[16 12],,,,,,,,,,,
389,[13 11],[14 11],[17 10],[15  9],[14 12],[17 11],,,[14 11],,[16 11],[16 13],[14 10],[14  8],[15  9],[21 21],,[16 10],,[14 10],[14 11],[16 10],[14 10],[17 20],[13 11],[13  9],[13 11],[15 10],,[14 10],[19 15],[15 10],[16 11],[13  9],[14  8],[14  9],[15 10],[14  8],[14  9],[18 12],[16  9],[14  8],[16 10],[14  9],[14  9],[14 10],[17 17],[16  9],,,[17 20],[13  9],,,,,[13  8],[16 10],[16 11],[16 11],,,[16 10],,,[16 12],,,,,,,,,,,
390,[14 11],[14 11],[17  9],[14  9],[14 11],[17 11],,,[14 11],,[17 11],[15 13],[15 11],[14  8],[15  9],[21 21],,[16 10],,[14 10],[14 11],[16 10],[14 10],[16 20],[13 11],[13  9],[14 11],[14 10],,[14 10],[19 14],[15 10],[16 11],[14  9],[15  8],[14  9],[15 10],[14  8],[14  9],[18 12],[17  9],[14  9],[15 10],[14  9],[13  9],[14 10],[17 17],[16 10],,,[18 20],[13  9],,,,,[11 21],[15 11],[17 11],[16 11],,,[16 10],,,[16 13],,,,,,,,,,,
391,[14 11],[15 11],[17  9],[15  9],[14 11],[17 11],,,[14 11],,[17 11],[15 13],[15 10],[14  8],[15  9],[21 20],,[16 11],,[14 10],[14 11],[16 10],[14 10],[17 20],[13 11],[13  9],[14 10],[14 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[14  8],[14  9],[15 11],[13  8],[14  9],[18 12],[17 10],[15  8],[16 10],[14  9],[14  9],[14 10],[18 16],[16 10],,,[18 21],[14  9],,,,,[11 21],[16 10],[16 11],[16 11],,,[16 10],,,[16 12],,,,,,,,,,,
392,[14 11],[14 11],[17 10],[14  9],[14 11],[17 10],,,[15 11],,[17 10],[15 13],[15 11],[14  8],[15  9],[21 20],,[16 11],,[14 10],[14 11],[16 10],[14  9],[17 21],[13 11],[13  9],[13 11],[14 10],,[14 10],[19 14],[15 10],[16 11],[14  9],[15  8],[15  9],[15 10],[14  8],[14  9],[18 12],[17  9],[14  9],[15 10],[14  9],[14  9],[14 10],[18 17],[17 10],,,[17 19],[13  9],,,,,[11 20],[16 10],[17 11],[16 11],,,[16 11],,,[16 12],,,,,,,,,,,
393,[14 11],[14 10],[17 10],[15  9],[14 11],[17 10],,,[14 11],,[17 10],[15 12],[15 10],[14  7],[15  9],[21 20],,[16 11],,[14  9],[15 11],[16 10],[13  9],[17 20],[13 11],[13  9],[14 10],[14 10],,[14 10],[18 14],[15 10],[16 11],[14  9],[15  8],[15  9],[15 11],[13  8],[14  8],[18 12],[17  9],[13  9],[16  9],[14  9],[14  9],[14 10],[17 17],[16  9],,,[18 19],[13  9],,,,,[11 21],[16 10],[17 11],[16 11],,,,,,[16 12],,,,,,,,,,,
394,[14 11],[14 10],[17  9],[14  9],[14 11],[17 10],,,[14 11],,[16 10],[15 12],[14 10],[14  8],[15  9],[21 20],,[16 11],,[14 10],[15 11],[16 10],[13  9],[16 16],[13 11],[13  9],[13 12],[15 10],,[14 10],[19 15],[15 10],[16 11],[13  9],[14  7],[15  9],[15 10],[14  8],[14  9],[18 12],[16  9],[14  8],[16  9],[15  9],[14  9],[14 10],[17 16],[16  9],,,[17 19],[13  9],,,,,[11 21],[17 10],[16 11],[16 11],,,,,,[16 11],,,,,,,,,,,
395,[14 11],[14 10],,[15  9],[14 11],[17 10],,,[15 11],,[17 10],[15 12],[15 10],[14  8],[16  9],[21 20],,[16 11],,[14 10],[15 11],[16 10],[13  9],[17 16],[13 11],[13  9],[13 11],[14 10],,[14 10],[19 15],[15 10],[16 11],[13  9],[14  8],[15  9],[15 11],[14  8],[14  9],[18 12],[17  9],[14  9],[16  9],[15  9],[14  9],[14 10],[17 17],[16  9],,,[18 21],[14  9],,,,,[11 20],[16  9],[16 11],[16 11],,,,,,[16 12],,,,,,,,,,,
396,[14 11],[14 10],,[15  9],[14 19],[17 10],,,[14 11],,[16 10],[15 12],[14 10],[14  8],[16  9],[21 20],,[16 10],,[14 10],[14 11],[16 10],[13  9],[17 16],[13 11],[13  9],[13 11],[15 10],,[14 10],[19 15],[14 10],[16 11],[15  9],[15  8],[14  9],[15 11],[14  8],[14  8],[18 12],[17  9],[14  8],[16  9],[14  8],[14  9],[14 10],[17 16],[17 10],,,[18 18],[14  9],,,,,[11 21],[16  9],[16 11],[16 10],,,,,,[16 11],,,,,,,,,,,
397,[14 12],[14 11],,[15 11],,[17 10],,,[14 11],,[16 10],[15 12],[15 11],[14  8],[15 10],[21 20],,[15 11],,[15 10],[15 12],[17 10],[13  9],[16 16],[13 11],[13  9],[14 10],[14 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[15  8],[14  9],[15 10],[13  8],[14  8],[18 12],[16  9],[14  8],[16 10],[15  9],[14  9],[14 10],[17 16],[17 10],,,[18 17],[14  9],,,,,[11 21],[16 10],[17 11],[16 11],,,,,,[16 12],,,,,,,,,,,
398,[14 11],[14 10],,[16 11],,[17 10],,,[15 11],,[16 10],[15 12],[14 10],[14  8],[16  9],[21 20],,[16 11],,[14 10],[15 11],[16 10],[13  9],[17 16],[13 11],[13  9],[14 11],[14 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[14  7],[14  9],[15 10],[14  8],[14  8],[18 12],[17  9],[14  8],[16  9],[14  8],[14  9],[14 10],[17 16],[16  9],,,[18 17],[14  9],,,,,[10 21],[16  9],[17 11],[16 11],,,,,,[16 12],,,,,,,,,,,
399,[14 11],[14 10],,[15 11],,[17 10],,,[15 11],,[16 10],[15 12],[14 10],[14  8],[16 10],[21 20],,[15 11],,[14 10],[14 11],[16 10],[13  9],[16 16],[14 11],[13  9],[15 12],[14 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[15  8],[15  9],[15 11],[14  8],[14  8],[17 12],[16  9],[14  8],[16  9],[14  9],[14  9],[14 10],[17 16],[17 10],,,[17 17],[14  9],,,,,[10 21],[16  9],[17 11],[16 11],,,,,,[16 12],,,,,,,,,,,
400,[14 11],[14 10],,[15 11],,[17 10],,,[14 11],,[16 10],[15 12],[14 10],[14  7],[16 10],[21 20],,[16 10],,[14 10],[14 11],[16 10],[13  9],[17 16],[13 11],[13  9],[14 10],[14 10],,[14 10],[19 14],[15 10],[16 11],[15  9],[15  8],[15  9],[15 11],[14  8],[14  8],[18 12],[16  9],[14  8],[16  9],[14  8],[14  9],[14 10],[17 16],[17 10],,,[20 17],[14  9],,,,,[11 21],[16  9],[17 11],[16 10],,,,,,[16 12],,,,,,,,,,,
401,[14 11],[14 10],,[15 10],,[17  9],,,[14 11],,[16 10],[15 12],[15 11],[14  8],[16 10],[21 19],,[16 11],,[14 10],[15 11],[17 10],[13  9],[16 16],[14 11],[13  9],[14 11],[15 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[14  7],[15  9],[14 10],[13  8],[14  8],[18 12],[17  9],[15  8],[16  9],[15  9],[14  9],[13  9],[17 16],[17  9],,,[19 14],[13  9],,,,,[11 20],[16  9],[17 11],[16 11],,,,,,[16 12],,,,,,,,,,,
402,[14 11],[14 10],,[15 10],,[17  9],,,[15 11],,[16 10],[15 12],[14 10],[14  7],[15 10],[21 20],,[16 10],,[14  9],[15 11],[16 10],[13  9],[16 16],[14 11],[14  9],[14 11],[14 10],,[14 10],[19 14],[15 10],[16 11],[14  9],[14  7],[15  9],[15 10],[14  8],[15  8],[18 12],[17  9],[14  8],[16  9],[14  8],[14  9],[13  9],[17 16],[16 10],,,[18 17],[14  9],,,,,[11 20],[16 10],[17 11],[16 11],,,,,,[16 12],,,,,,,,,,,
403,[14 11],[14 10],,[15 10],,[17 10],,,[14 11],,[16 10],[15 12],[15 11],[14  8],[15 10],[21 19],,[16 11],,[14 10],[14 12],[17 10],[13  9],[16 16],[13 11],[13  9],[16 12],[14 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[14  7],[14  9],[15 10],[14  9],[14  8],[16 11],[17  9],[14  9],[16  9],[15  9],[14  9],[14 10],[17 17],[16  9],,,[18 16],[14  9],,,,,[11 20],[16  9],[16 11],[16 11],,,,,,[16 13],,,,,,,,,,,
404,[14 11],[14 10],,[15 11],,[17 16],,,[15 11],,[16 11],[15 12],[15 11],[14  8],[15 10],[20 18],,[16 11],,[14 10],[15 12],[16 10],[13 10],[17 17],[13 11],[13  9],[16 13],[14 10],,[14 11],[18 15],[15 10],[16 11],[14  9],[15  8],[14  9],[14 10],[14  8],[14  9],[17 11],[17  9],[14  8],[16  9],[14  9],[14  9],[14 10],[17 17],[16 10],,,[19 16],[13  9],,,,,[10 20],[16 10],[16 11],[16 11],,,,,,[16 13],,,,,,,,,,,
405,[14 11],[14 10],,[14 10],,,,,[14 11],,[16 11],[15 12],[14 10],[14  8],[15 10],[17 18],,[16 10],,[15 10],[14 12],[16 10],[13  9],[16 15],[13 11],[13  9],[14 10],[14 10],,[14 10],[19 15],[15 10],[16 11],[13  9],[14  7],[15  9],[15 11],[13  8],[14  9],[17 11],[16  9],[13  8],[16  9],[14  9],[14  9],[14 10],[17 17],[16 10],,,[18 15],[14  9],,,,,[13 15],[18 17],[16 11],[16 10],,,,,,,,,,,,,,,,,
406,[14 11],[14  9],,[15 10],,,,,[15 11],,[16 13],[15 13],[14 10],[15  8],[15 10],,,[16 10],,[14 10],[14 11],[16 10],[13  9],[16 15],[13 11],[13  9],[15 11],[14 10],,[14 10],[19 14],[15 10],[16 11],[14  9],[14  7],[15  9],[15 11],[13  8],[14  8],[17 11],[16  9],[14  8],[16  9],[14  8],[13  8],[14 10],[17 17],[16  9],,,[14  9],[14  9],,,,,[11 20],,[16 11],[16 10],,,,,,,,,,,,,,,,,
407,[14 10],[14  9],,[14 10],,,,,[14 11],,,[14 16],[14 10],[14  9],[15  9],,,[16 10],,[15 10],[15 12],[16 10],[13  9],[16 16],[13 11],[13  9],[15 11],[14 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[15  8],[15  9],[15 10],[14  8],[14  8],[17 11],[17  9],[14  8],[16  9],[14  8],[14  9],[14 10],[17 17],[16  9],,,[17 14],[14  9],,,,,[18 25],,[16 11],[16 10],,,,,,,,,,,,,,,,,
408,[14 10],[14 10],,[15 10],,,,,[14 11],,,,[14 10],[14  9],[15  9],,,[16 10],,[14 10],[15 12],[16 10],[13  9],[16 16],[13 10],[13  9],[14  9],[15 10],,[14 10],[19 15],[15  9],[16 11],[14  9],[14  8],[15  9],[15 10],[13  8],[14  9],[17 11],[17  9],[14  8],[16  9],[14  8],[14  9],[14 10],[17 17],[16  9],,,[18 14],[14  9],,,,,[18 24],,[16 11],[16 10],,,,,,,,,,,,,,,,,
409,[14 10],[14 10],,[14 10],,,,,[15 11],,,,[15 10],[14  9],[16  9],,,[16 10],,[14 10],[15 12],[16 10],[13  9],[16 15],[13 11],[13  9],[18  9],[14 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[14  7],[15  9],[15 11],[14  8],[14  8],[17 11],[16  9],[14  9],[16  9],[14  8],[14  9],[14 10],[17 16],[16  9],,,[18 13],[13  8],,,,,[16 20],,[16 11],[16 10],,,,,,,,,,,,,,,,,
410,[14 10],[14 11],,[14 10],,,,,[14 11],,,,[14 10],[14  9],[15  9],,,[16 10],,[14 10],[14 11],[16 10],[13  9],[16 15],[13 11],[13  9],[19 10],[15 10],,[14 10],[19 15],[14  9],[16 11],[14  9],[14  8],[14  9],[15 10],[13  8],[14  8],[17 11],[16  9],[13  9],[16  9],[14  8],[13  8],[13  9],[17 16],[17 10],,,[18 15],[13  8],,,,,[15 19],,[16 11],[16 11],,,,,,,,,,,,,,,,,
411,[14 10],[14 10],,[14 10],,,,,[14 11],,,,[14 10],[14  9],[15 10],,,[16 10],,[14 10],[14 12],[16 10],[13  9],[17 16],[13 11],[13  9],[19 10],[14 10],,[14 10],[19 16],[15 10],[16 11],[13  9],[14  7],[14  9],[15 10],[13  8],[14  9],[17 11],[17  9],[14  8],[15 10],[14  8],[14  9],[14 10],[17 17],[16  9],,,[14  9],[14  9],,,,,[15 18],,[16 11],[16 11],,,,,,,,,,,,,,,,,
412,[14 10],[14 12],,[14 10],,,,,[14 11],,,,[14 10],[14  9],[15 10],,,[15 10],,[15 10],[15 12],[16 10],[13  9],[16 16],[13 11],[13  9],[19 10],[14 10],,[14 10],[19 15],[15 10],[16 11],[13  8],[15  8],[14  9],[15 11],[13  8],[14  9],[17 11],[16  9],[14  8],[16  9],[14  8],[13  9],[13 10],[17 17],[16  9],,,[17 12],[13  8],,,,,[15 18],,[16 11],[15 11],,,,,,,,,,,,,,,,,
413,[13 10],,,[14 10],,,,,[14 11],,,,[15 11],[14  9],[16 10],,,[15 10],,[14 10],[15 12],[16 10],[13  9],[16 16],[13 11],[13  9],[17  9],[14 10],,[14 10],[18 15],[15 10],[16 11],[14  9],[14  8],[14  9],[15 11],[13  8],[14  8],[17 11],[17  9],[14  8],[16  9],[14  8],[14  9],[14 10],[17 17],[16 10],,,[14  7],[14  9],,,,,[16 19],,[16 11],[15 13],,,,,,,,,,,,,,,,,
414,[14 10],,,[14 10],,,,,[14 11],,,,[14 11],[14  9],[15 10],,,[16 10],,[15 10],[15 11],[16 10],[13  9],[17 17],[13 11],[13  9],[19 10],[14 10],,[14 10],[19 16],[15 10],[16 11],[14  8],[14  8],[14  9],[15 11],[13  7],[14  9],[17 11],[16  9],[14  8],[15 10],[14  8],[13  9],[14 10],[17 17],[16  9],,,[14 10],[14  9],,,,,[16 18],,[16 11],,,,,,,,,,,,,,,,,,
415,,,,[15 10],,,,,[14 11],,,,[14 10],[14  9],[15 10],,,[16 10],,[14  9],[14 11],[16 10],[13  9],[17 17],[13 11],[13  9],[19 10],[14 10],,[14 10],[19 15],[15 10],[16 11],[18 11],[14  8],[14  9],[15 11],[13  8],[14  9],[17 11],[16  9],[14  8],[16  9],[14  8],[13  8],[14 10],[17 17],[16  9],,,[19 14],[14  9],,,,,[15 18],,[16 11],,,,,,,,,,,,,,,,,,
