,0,2,5,7,9,10,11,12,14,16,17,18,19,20,21,22,23,24,26,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,44,45,46,48,49,51,52,53,54,55,56,58,59,60,61,62,63,64,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,87,88,92,94
301,[13 11],[14 10],[14 12],[20 13],[14 11],[17  9],[13 15],[16  9],[14 11],[15  9],[16  9],[15 12],[14 10],[14  8],[15  8],[21 15],[18 13],[16  9],,[14 10],[14 10],[16 10],[14  9],[16 19],[13 11],[13  9],[14 11],[14  9],,[14 10],[18 14],[16 10],[16 11],[14  8],[15  8],[14  9],[15 11],[14  8],[13  8],[19 13],[16  9],[16 20],[16  9],[14  9],[13  9],[14  9],[17 16],[17  9],[18 16],[14 10],[18 18],[13  9],[14 10],[14  9],[13  8],[15 10],[17 11],[16 10],[14  9],,[16 11],,,[16 12],,[14 10],[16  9],,,,[16 10],,,
302,[14 11],[14 10],[14 12],[20 13],[14 11],[17  9],[13 15],[17  9],[15 11],[15  8],[16  9],[15 12],[14 10],[14  8],[15  8],[21 15],[16  9],[16  9],,[14  9],[14 11],[16 10],[13  9],[17 20],[14 11],[13  9],[13 10],[14 10],,[14 10],[19 14],[15 10],[16 11],[13  8],[18  9],[14  9],[15 11],[14  8],[14  9],[18 13],[16  9],[16 20],[16  9],[14 10],[13  9],[14 10],[17 16],[16 10],[18 16],[14 10],[18 18],[14  9],[14 10],[15 11],[13  8],[16 11],[17 11],[16 10],[14 10],,[17 11],,,[16 12],,[14  9],[16 10],,,,[16 10],,,
303,[14 12],[14 10],[14 12],[20 14],[14 11],[17  9],[13 15],[17  9],[14 11],[16  9],[16  9],[15 12],[14 10],[14  8],[15  8],[21 15],[17 13],[16  9],,[14 10],[14 11],[16 10],[13  9],[17 21],[13 11],[13  9],[14  9],[14  9],,[14 10],[18 14],[15 10],[16 11],[14  8],[15  8],[14  9],[15 11],[13  8],[14  9],[19 13],[16  9],[16 21],[16  9],[14 10],[13  9],[14 10],[17 16],[16  9],[18 16],[14 10],[17 19],[13  9],[14 10],[16 19],[13  8],[15 11],[17 11],[16 10],[14 10],,[16 11],,,[16 12],,[14  9],[16 10],,,,[16 10],,,
304,[14 12],[14 11],[14 12],[20 14],[14 11],[18  9],[13 15],[16  9],[14 11],[15  9],[16  9],[15 13],[14 10],[14  8],[15  8],[21 16],[20 13],[16  9],,[14 10],[14 11],[16 10],[13  9],[17 20],[13 11],[13  9],[14 10],[14 10],,[14 10],[12 14],[14 10],[16 12],[14  9],[15  8],[15 10],[15 11],[13  8],[14  9],[18 13],[17 10],[16 21],[16  9],[14 10],[13  9],[13 10],[17 16],[16 10],[18 15],[14 10],[18 20],[13  9],[15 10],[14  9],[13  8],[16 11],[17 11],[16 10],[14 10],,[16 11],,,[16 12],,[14  9],[15 10],,,,[16 10],,,
305,[14 11],[14 10],[13 12],[20 13],[14 11],[17  8],[12 15],[16  9],[14 11],[16  9],[16  9],[15 12],[14 10],[14  8],[16  8],[21 15],[21 14],[16  9],,[15 10],[14 11],[16 10],[14  9],[17 20],[14 11],[13  9],[16  9],[14  9],,[14 10],[19 15],[15 10],[16 11],[14  9],[14  7],[14  9],[15 11],[14  8],[14  9],[19 13],[16  9],[16 20],[16  9],[14 10],[14  9],[14 10],[17 16],[16 10],[18 16],[14 10],[18 20],[14  9],[14 10],[14  9],[13  8],[15 11],[17 11],[16 10],[14 10],,[16 11],,,[16 12],,[18 18],[15  9],,,,[16 10],,,
306,[14 12],[14 11],[14 12],[21 15],[14 11],[17  8],[12 16],[16  9],[15 11],[15  8],[16  9],[15 13],[15 10],[14  8],[15  8],[21 15],[20 14],[16  9],,[14 10],[14 11],[16 10],[13 10],[17 20],[13 11],[13  9],[13 11],[14  9],,[14 10],[19 15],[15 11],[16 12],[14  8],[14  8],[14  9],[15 11],[14  8],[14  9],[18 13],[16 10],[16 21],[16  9],[14 10],[14  9],[14 10],[17 16],[16 10],[19 16],[13 10],[17 17],[14  9],[14 10],[18 20],[13  8],[16 11],[17 11],[16 10],[14 10],,[16 11],,,[16 13],,[14 14],[16 10],,,,[16 10],,,
307,[14 11],[14 11],[14 12],[20 13],[14 11],[17  9],[13 15],[17  9],[14 11],[16  8],[16  9],[15 12],[15 10],[14  8],[15  8],[21 15],[17 13],[16  9],,[14  9],[15 11],[16 10],[13  9],[17 19],[13 10],[13  9],[14  9],[15  9],,[14 10],[14 13],[15 10],[16 11],[13  8],[14  7],[15  9],[15 10],[14  8],[14  9],[19 13],[17 10],[16 21],[18 10],[14 10],[14  9],[14 10],[17 16],[16  9],[19 16],[14 10],[18 19],[13  9],[14  9],[22 29],[13  7],[16 10],[17 11],[16 10],[14 10],,[16 10],,,[16 12],,,[16  9],,,,[16 10],,,
308,[14 11],[14 10],[14 12],[20 13],[14 11],[17  9],[12 15],[16  9],[14 10],[16  8],[16  9],[15 12],[14 10],[15  8],[15  8],[21 15],[17 12],[16  9],,[14  9],[14 10],[16 10],[13  9],[16 20],[13 11],[14  9],[14  9],[14  9],,[14 10],[18 13],[15 10],[16 11],[14  8],[14  7],[15  9],[15 10],[14  8],[14  9],[18 12],[16  9],[16 21],[16  9],[14 10],[13  9],[14  9],[17 16],[16  9],[19 16],[14 10],[17 18],[14  9],[15 10],[14  9],[13  8],[16 10],[17 11],[16  9],[14 10],,[16 10],,,[16 12],,,[15  9],,,,[16 10],,,
309,[14 12],[14 11],[14 12],[21 15],[14 11],[17  9],[12 16],[16  9],[15 11],[16  9],[16  9],[15 13],[14 10],[14  8],[16  8],[21 15],[21 14],[16  9],,[14 10],[14 11],[16 10],[14  9],[17 20],[13 11],[13  9],[13 10],[14  9],,[14 10],[18 14],[15 10],[16 11],[14  9],[14  8],[14  9],[15 10],[13  8],[14  9],[19 13],[17 10],[16 21],[16 10],[14 10],[13  9],[14 10],[17 16],[16 10],[18 16],[14 10],[17 19],[13  9],[14 10],[23 28],[13  8],[16 11],[17 11],[16 10],[14 10],,[16 11],,,[16 12],,,[16 10],,,,[16 10],,,
310,[14 12],[14 11],[14 12],[21 15],[14 11],[17  8],[12 16],[16  9],[15 11],[15  8],[16  9],[15 13],[14 10],[14  8],[15  8],[22 15],[21 14],[16  9],,[14 10],[14 11],[16 10],[13  9],[17 20],[13 11],[13  9],[13 10],[14  9],,[14 10],[18 14],[15 10],[16 11],[14  9],[14  7],[14  9],[15 11],[14  8],[14  9],[19 13],[17 10],[16 21],[16  9],[14 10],[14  9],[14 10],[17 15],[16 10],[19 16],[14 10],[18 19],[14  9],[14 10],[15 10],[13  8],[16 11],[17 11],[16 10],[14 10],,[16 11],,,[16 12],,,[16 10],,,,[16 10],,,
311,[14 12],[15 11],[17  8],[21 15],[14 11],[17  8],[12 16],[17  9],[14 11],[16  9],[16  9],[15 12],[14 10],[14  8],[15  8],[21 15],[16 13],[16  9],,[14 10],[14 11],[16 10],[14  9],[17 20],[14 11],[13  9],[14  9],[15 10],,[14 10],[19 14],[15 10],[16 11],[14  9],[15  8],[14  9],[15 11],[14  8],[14  9],[19 13],[17 10],[17  9],[16 10],[15 10],[14  9],[14 10],[17 16],[16 10],[19 16],[14  9],[17 19],[14  9],[14 10],[21 27],[13  8],[16 11],[17 11],[16 10],[14  9],,[17 11],,,[16 12],,,[15  9],,,,[16 10],,,
312,[14 12],[14 10],[17  8],[21 15],[14 11],[17  9],[13 15],[16  9],[15 11],[16  8],[16  9],[15 12],[14 10],[14  8],[15  8],[21 15],,[16  9],,[14 10],[14 11],[16 10],[14  9],[17 19],[14 11],[13  9],[14 10],[14  9],,[14 10],[18 13],[15 10],[16 11],[14  8],[15  8],[14  9],[15 10],[14  8],[14  8],[18 12],[16  9],[16 21],[16  9],[14 10],[14  9],[14 10],[17 16],[16 10],[19 14],[14  9],[18 20],[14  9],[14 10],[14 12],[19 14],[16 11],[17 11],[16 10],[14  9],,[16 11],,,[16 12],,,[15 10],,,,[16 10],,,
313,[14 11],[14 10],[17  8],[21 14],[14 11],[17  8],[12 16],[16  9],[14 10],[16  8],[16  9],[15 12],[15 10],[15  8],[15  8],[21 15],,[16  9],,[14 10],[14 10],[16 10],[13  9],[17 20],[14 11],[13  8],[15 11],[14  9],,[14 10],[17 13],[15 10],[16 11],[14  8],[15  7],[15  9],[15 10],[14  8],[14  9],[19 13],[17  9],[16 20],[16  9],[15 10],[14  9],[14 10],[17 15],[16  9],[18 14],[14  9],[18 19],[14  8],[14  9],[14  9],[13  8],[16 11],[17 11],[16  9],[14  9],,[16 11],,,[16 12],,,[16  9],,,,[16 10],,,
314,[14 11],[14 10],[17  9],[21 14],[14 11],[18  9],[13 15],[16 10],[15 11],[16  8],[16  9],[15 12],[14 10],[15  8],[15  8],[21 15],,[16  9],,[15 10],[14 10],[16 10],[14  9],[17 20],[13 11],[13  9],[13 10],[15 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[14  7],[14  9],[15 11],[14  8],[14  9],[19 13],[17 10],[17 22],[16  9],[14 10],[14  9],[14 10],[17 16],[16  9],[15  7],[14  9],[17 19],[13  9],[14  9],[19 28],[13  8],[16 11],[17 11],[16 10],[14  8],,[16 11],,,[16 12],,,[16  9],,,,[16 10],,,
315,[14 11],[14 11],[17  9],[20 14],[14 11],[17  9],[12 16],[20 28],[15 11],[15  9],[16  9],[15 13],[14 10],[14  8],[15  8],[21 16],,[16 10],,[14 10],[14 11],[16 10],[14 10],[17 20],[13 11],[13  9],[13 10],[14  9],,[14 10],[18 14],[15 10],[16 12],[14  9],[14  8],[15  9],[15 11],[14  8],[14  9],[18 13],[17 10],[16 21],[16 10],[14 10],[14 10],[14 10],[17 16],[16 10],[14  7],[14  9],[18 20],[14  9],[14 10],[19 18],[13  8],[16 11],[17 11],[16 10],[17 16],,[16 11],,,[16 12],,,[16 10],,,,[16 10],,,
316,[14 12],[14 11],[17  9],[20 14],[14 11],[17  9],[12 15],,[14 11],[15  8],[16  9],[15 13],[14 10],[14  8],[15  8],[21 15],,[16  9],,[14 10],[14 10],[16 10],[13  9],[17 20],[13 11],[13  9],[13 10],[14 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[14  8],[14  9],[15 11],[13  8],[14  9],[18 13],[16  9],[16 20],[16  9],[14 10],[13  9],[14 10],[17 16],[16 10],[14  7],[14 10],[17 18],[14  9],[14 10],[14 10],[13  8],[16 11],[17 11],[16 10],[14 17],,[16 11],,,[16 12],,,[16 10],,,,[16 10],,,
317,[14 12],[14 10],[17  9],[21 15],[14 11],[17  8],[13 16],,[14 11],[16  9],[16  9],[15 12],[14 10],[14  8],[16  8],[21 15],,[16  9],,[14 10],[14 11],[16 10],[13  9],[16 19],[14 11],[13  9],[13 10],[14 10],,[14 10],[18 14],[15 10],[16 11],[13  8],[14  7],[14  9],[14 10],[14  8],[14  9],[18 12],[17 10],[16 21],[16  9],[14 10],[13  9],[14 10],[17 16],[16  9],[15  7],[14  9],[17 20],[14  9],[14 10],[15 10],[14  8],[15 11],[17 11],[16 10],,,[16 11],,,[16 12],,,[16 10],,,,[16 10],,,
318,[14 12],[14 10],[17 10],[15  9],[14 11],[17  9],[12 16],,[15 11],[15  9],[17  9],[15 12],[15 10],[15  8],[15  8],[21 16],,[16  9],,[14 10],[14 11],[16 10],[13  9],[17 20],[14 11],[13  9],[13 11],[14  9],,[14 10],[19 14],[14 10],[16 11],[14  9],[15  8],[14  9],[15 11],[14  8],[14  9],[19 13],[16  9],[17 10],[16  9],[14 10],[14  9],[14 10],[17 15],[16  9],[14  7],[14 10],[18 19],[14  9],[14 10],,[13  8],[16 11],[17 11],[16 10],,,[16 11],,,[16 12],,,[16 10],,,,[16 10],,,
319,[14 11],[14 11],[17  9],[21 15],[14 11],[17  9],[14 16],,[15 10],[16  8],[16  9],[15 12],[15 10],[15  8],[16  8],[21 15],,[16  9],,[15 10],[14 11],[16 10],[14  9],[17 20],[13 11],[13  9],[14 10],[15  9],,[14 10],[18 14],[14 10],[16 11],[14  9],[15  8],[15  9],[15 10],[14  8],[14  9],[19 13],[17  9],[16 20],[16  9],[14 10],[14  9],[14 10],[17 16],[16  9],[14  7],,[18 20],[13  9],[14 10],,[13  8],[16 10],[17 11],[16 10],,,[16 11],,,[16 12],,,[16 10],,,,[16 10],,,
320,[14 12],[14 11],[17 10],[21 15],[14 11],[17  9],[13 16],,[14 11],[16  9],[16  9],[15 13],[14 10],[15  8],[15  8],[21 15],,[16  9],,[14 10],[14 11],[16 10],[13  9],[17 20],[14 11],[13  9],[14 10],[14  9],,[14 10],[19 15],[15 10],[16 11],[14  9],[15  8],[15  9],[15 11],[14  8],[14  9],[19 13],[16  9],[16 20],[16  9],[14 10],[14  9],[14 10],[17 16],[17 10],[14  7],,[18 19],[14  9],[14 10],,[13  8],[16 11],[17 11],[16 10],,,[16 11],,,[16 12],,,[16 10],,,,[16 10],,,
321,[14 12],[14 11],[17 10],[16 10],[14 11],[17  9],[12 15],,[14 11],[15  9],[16  9],[15 13],[14 10],[14  8],[15  8],[21 16],,[16  9],,[14 10],[14 11],[16 10],[13  9],[17 18],[13 11],[13  9],[14 10],[15 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[15  8],[14  9],[15 11],[14  8],[14  9],[18 13],[17  9],[17 11],[16  9],[14 10],[14  9],[14 10],[17 16],[16  9],[14  7],,[18 19],[14  9],[14 10],,[13  8],[16 10],[17 11],[16 10],,,[16 11],,,[16 12],,,[15  9],,,,[16 10],,,
322,[14 12],[14 11],[17 10],[20 14],[14 11],[17  9],[12 15],,[15 11],[16  9],[16  9],[15 13],[14 10],[15  8],[15  8],[21 16],,[16 10],,[15 10],[14 11],[16 10],[14 10],[17 19],[13 11],[13  9],[14 10],[15 10],,[14 10],[18 14],[15 10],[16 11],[14  9],[14  8],[15  9],[15 11],[14  8],[14  9],[19 13],[17  9],[16 22],[16  9],[14 10],[14  9],[14 10],[17 16],[16 10],[14  7],,[17 19],[14  9],[14 10],,[13  8],[16 10],[17 11],[16 10],,,[16 11],,,[16 13],,,[16 10],,,,[16 10],,,
323,[14 12],[14 10],[17  9],[15  9],[14 11],[17  9],[12 15],,[14 10],[16  9],[16  9],[15 12],[14 10],[15  8],[15  8],[21 16],,[16  9],,[14 10],[14 10],[16 10],[13  9],[17 20],[13 11],[13  9],[14 10],[14  9],,[14 10],[18 15],[15  9],[16 11],[14  9],[14  8],[14  9],[15 10],[14  8],[13  9],[18 12],[17 10],[16 21],[16  9],[14 10],[13  9],[14 10],[17 16],[16  9],[15  7],,[17 19],[13  8],[14 10],,[13  8],[16 11],[17 11],[16 10],,,[16 11],,,[16 12],,,[16  9],,,,[16 10],,,
324,[14 12],[14 10],[17 10],[20 14],[14 11],[17  8],[13 15],,[14 11],[16  9],[16  9],[15 13],[14 10],[15  8],[15  8],[21 16],,[16  9],,[14 10],[14 11],[16 10],[13  9],[17 20],[14 11],[13  9],[15 11],[14  9],,[14 10],[19 14],[15 10],[16 11],[14  9],[14  8],[14  9],[15 10],[13  8],[14  9],[19 13],[16  9],[16 21],[16  9],[14 10],[14  9],[14 10],[17 16],[16 10],[15  7],,[17 20],[14  9],[14 10],,[14  8],[16 10],[17 11],[16 10],,,[16 10],,,[16 12],,,[16 10],,,,[16 10],,,
325,[14 11],[14 10],[17  9],[21 15],[14 11],[17  8],[12 16],,[14 10],[16  8],[16  9],[15 12],[14 10],[15  8],[16  8],[21 16],,[16  9],,[14 10],[14 10],[16 10],[13  9],[17 20],[13 10],[13  9],[13 10],[14  9],,[14 10],[18 14],[15 10],[16 11],[14  9],[14  7],[14  9],[15 10],[14  8],[14  9],[18 12],[17  9],[16 20],[16  9],[14  9],[14  9],[14 10],[17 15],[16  9],[15  7],,[17 19],[14  9],[14  9],,[14  8],[16 10],[17 11],[16 10],,,[16 10],,,[16 12],,,[16  9],,,,[16 10],,,
326,[14 12],[14 11],[17  9],[21 15],[14 11],[17  8],[12 19],,[15 11],[16  9],[17  9],[15 13],[14 10],[14  8],[15  8],[21 16],,[16  9],,[14 10],[14 11],[16 10],[14  9],[17 19],[13 11],[13  9],[14  9],[14 10],,[14 10],[18 14],[15 10],[16 11],[14  9],[14  8],[15  9],[15 11],[14  8],[14  9],[19 12],[16  9],[16 20],[16  9],[14 10],[14  9],[14 10],[17 17],[16  9],[14  7],,[18 19],[13  9],[14  9],,[14  8],[16 11],[17 11],[16 10],,,[16 11],,,[16 12],,,[15  9],,,,[16 10],,,
327,[14 11],[14 11],[17 10],[15  9],[14 11],[17  9],,,[15 11],[16  9],[17  9],[15 13],[14 10],[15  8],[15  8],[21 16],,[16  9],,[14 10],[14 11],[16 10],[14  9],[17 20],[13 11],[13  9],[14 10],[14  9],,[14 10],[19 14],[15 10],[16 11],[14  9],[15  8],[15  9],[15 11],[14  8],[14  9],[19 13],[16  9],[17 11],[16  9],[14 10],[14  9],[14 10],[17 18],[16 10],[14 10],,[18 20],[14  9],[14 10],,[14  8],[16 11],[17 11],[16 10],,,[16 11],,,[16 12],,,[16  9],,,,[16 10],,,
328,[14 12],[14 11],[17 10],[21 15],[14 11],[17  9],,,[14 11],[15  9],[17  9],[15 13],[15 10],[14  8],[15  8],[21 17],,[16  9],,[14 10],[14 11],[16 10],[14  9],[17 20],[14 11],[13  9],[14 11],[14  9],,[14 10],[19 15],[15 10],[16 11],[14  9],[14  8],[14  9],[15 10],[14  8],[13  9],[19 12],[18 10],[17 10],[16  9],[14 10],[14  9],[14 10],[17 18],[16  9],,,[18 19],[14  9],[14 10],,[14  8],[16 11],[17 11],[16 10],,,[16 11],,,[16 12],,,[16 10],,,,[16 10],,,
329,[14 12],[14 10],[17 10],[15  9],[14 11],[17  9],,,[15 11],[16  9],[17  9],[16 13],[14 10],[14  8],[16  8],[21 17],,[16  9],,[14 10],[14 11],[16 10],[13  9],[17 20],[14 11],[13  9],[13 10],[14  9],,[14 10],[18 14],[15 10],[16 11],[14  9],[15  8],[15  9],[15 10],[14  8],[14  9],[19 13],[16  9],[17 22],[16  9],[14 10],[14  9],[14 10],[17 18],[16 10],,,[18 21],[14  9],[14 10],,[13  8],[16 11],[17 11],[16 10],,,[16 11],,,[16 12],,,[16 10],,,,[16 10],,,
330,[14 12],[14 11],[17 10],[16 10],[14 11],[17  9],,,[15 11],[16  9],[16  9],[15 13],[15 10],[14  8],[16  8],[21 17],,[16  9],,[14 10],[14 11],[16 10],[13  9],[17 20],[14 11],[13  9],[13 10],[14  9],,[15 10],[19 15],[14 10],[16 11],[13  9],[14  7],[14  9],[15 10],[14  8],[14  9],[19 13],[16  9],[16 21],[16  9],[14 10],[13  9],[14 10],[17 18],[16 10],,,[17 19],[13  9],[14 10],,[13  8],[16 11],[17 11],[16 10],,,[16 11],,,[16 12],,,[15 10],,,,[16 10],,,
331,[14 11],[14 11],[17  9],[20 16],[15 11],[17  9],,,[14 11],[16  9],[16  9],[15 13],[15 10],[15  8],[15  8],[21 16],,[16  9],,[14 10],[14 10],[16 10],[14  9],[16 19],[14 11],[13  9],[16 12],[15 10],,[14 10],[18 14],[15 10],[16 11],[14  9],[15  8],[14  9],[15 11],[14  8],[14  9],[18 12],[16  9],[16 21],[16  9],[15 10],[13  9],[14 10],[17 18],[17 10],,,[17 19],[14  9],[14 10],,[13  8],[16 10],[17 11],[16 10],,,[16 11],,,[16 12],,,[16 10],,,,[16 10],,,
332,[14 12],[14 11],[17 10],[20 15],[14 11],[17  9],,,[14 11],[16  9],[16  9],[15 13],[14 10],[14  8],[16  8],[21 17],,[16  9],,[14 10],[14 11],[16 11],[14  9],[17 21],[13 11],[13  9],[13 11],[14 10],,[14 10],[19 15],[15 10],[16 11],[13  9],[15  8],[15  9],[15 11],[14  8],[14  9],[18 12],[17 10],[16 21],[16 10],[14 10],[14  9],[14 10],[17 18],[17 10],,,[18 20],[13  9],[14 10],,[13  8],[16 10],[17 11],[16 10],,,[16 11],,,[16 12],,,[16 10],,,,[16 10],,,
333,[14 10],[15 11],[17 10],[20 15],[15 11],[17  9],,,[15 11],[16  9],[17  9],[15 13],[15 10],[15  8],[16  8],[21 17],,[16  9],,[14 10],[14 11],[16 10],[14  9],[17 20],[13 11],[13  9],[13 10],[15 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[14  8],[14  9],[15 11],[14  9],[14  9],[18 13],[16  9],[16 21],[16  9],[14 10],[14  9],[14 10],[17 18],[17 10],,,[17 19],[14  9],[14 10],,[14  9],[16 11],[17 11],[16 10],,,[16 11],,,[16 12],,,[16 10],,,,[16 10],,,
334,[14 10],[14 11],[17 10],[20 16],[14 11],[17  9],,,[15 11],[16  9],[17  9],[15 13],[15 10],[15  8],[16  8],[21 16],,[16  9],,[14 10],[14 11],[16 10],[14  9],[17 20],[14 11],[13  9],[14 10],[15 10],,[14 10],[18 14],[15 10],[16 11],[14  9],[14  8],[15  9],[15 10],[14  8],[14  9],[19 13],[17  9],[16 20],[16 10],[14 10],[14  9],[14 10],[17 18],[16 10],,,[17 20],[14  9],[13 14],,[13  9],[16 10],[22 29],[16 10],,,[16 11],,,[16 12],,,[16 10],,,,[16 10],,,
335,[14 11],[14 11],[17 10],[14  9],[15 11],[17  9],,,[14 11],[17  9],[17  9],[15 13],[14 10],[14  8],[15  8],[21 17],,[16  9],,[14 10],[14 11],[16 10],[13  9],[17 20],[14 11],[13  9],[14  9],[14  9],,[14 10],[18 14],[14 10],[16 11],[13  9],[14  8],[15  9],[15 10],[14  8],[14  9],[19 13],[16  9],[16 21],[16  9],[14 10],[14  9],[14 10],[17 18],[16  9],,,[18 20],[14  9],,,[14  9],[16 11],[17 11],[16 10],,,[16 11],,,[16 12],,,[15  9],,,,[16 10],,,
336,[14 11],[14 10],[17  9],[15  9],[14 11],[18  9],,,[14 11],[16  9],[16  9],[15 12],[14 10],[15  8],[15  8],[21 17],,[16  9],,[14 10],[14 11],[16 10],[13  9],[17 19],[14 11],[13  9],[14  9],[14 10],,[14 10],[19 15],[16 10],[16 11],[13  9],[14  7],[14  9],[15 10],[14  8],[14  9],[19 13],[17  9],[17 10],[16  9],[15 10],[14  9],[14 10],[17 18],[17 10],,,[17 19],[13  9],,,[14  9],[16 10],[17 11],[16 10],,,[16 11],,,[16 12],,,[16  9],,,,[16 10],,,
337,[14 11],[15 11],[16 10],[16 10],[14 12],[17  9],,,[14 11],[16  8],[16  9],[15 13],[14 10],[15  8],[15  9],[21 17],,[16  9],,[14 10],[14 11],[16 10],[13  9],[16 20],[13 11],[13  9],[13 10],[14 10],,[14 10],[18 14],[14 10],[16 11],[13  9],[14  8],[14  9],[14 11],[13  8],[14  9],[19 13],[17 10],[16 21],[16 10],[14 10],[14  9],[13 10],[17 18],[16 10],,,[17 19],[13  9],,,[14  9],[15 11],[17 11],[16 10],,,[16 11],,,[16 12],,,[15 10],,,,[16 10],,,
338,[14 11],[15 11],[17 10],[15  9],[14 11],[17  9],,,[15 11],[16  8],[16  9],[15 12],[14 10],[15  8],[16  8],[21 17],,[16  9],,[14 10],[14 10],[16 10],[13  9],[17 20],[13 11],[13  9],[13 11],[14 10],,[14 10],[19 14],[15 10],[16 11],[14  9],[15  8],[15  9],[15 10],[14  8],[14  9],[18 12],[16  9],[16 20],[16  9],[15 10],[14  9],[14 10],[17 18],[16 10],,,[18 20],[14  9],,,[13  8],[16 10],[17 11],[16 10],,,[16 11],,,[16 12],,,[15  9],,,,[16 15],,,
339,[14 11],[14 11],[17 10],[15  9],[14 11],[17  9],,,[14 11],[15  9],[17  9],[15 13],[15 10],[14  8],[15  9],[21 17],,[16 10],,[14 10],[14 11],[16 10],[13  9],[17 20],[13 11],[13  9],[14 10],[15 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[15  8],[14  9],[15 11],[14  8],[14  9],[18 12],[17 10],[16 21],[16  9],[14 10],[14  9],[14 10],[17 18],[17 10],,,[17 20],[14  9],,,[13  9],[15 11],[17 11],[16 10],,,[16 11],,,[16 12],,,[15 10],,,,,,,
340,[14 11],[15 11],[17  9],[15  9],[15 11],[17  9],,,[15 11],[15  9],[17  9],[15 13],[15 10],[14  8],[15  8],[21 17],,[16  9],,[14 10],[14 11],[16 10],[13  9],[17 20],[13 11],[13  9],[13 10],[14  9],,[14 10],[19 15],[15 10],[16 11],[14  9],[15  8],[15  9],[15 11],[14  8],[14  9],[18 12],[16  9],[16 21],[16 10],[14 10],[14  9],[14 10],[17 18],[16 10],,,[18 20],[13  9],,,[13  8],[16 11],[17 11],[16 10],,,[16 11],,,[16 12],,,[16 10],,,,,,,
341,[14 11],[14 11],[17 10],[15 10],[15 12],[17 10],,,[14 11],[16  9],[16  9],[15 13],[15 11],[14  8],[15  9],[21 17],,[16 10],,[14 10],[14 11],[16 11],[14 10],[17 20],[13 11],[13  9],[14 10],[14 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[14  8],[15 10],[15 11],[14  8],[14  9],[18 12],[17  9],[16 22],[16 10],[15 10],[14  9],[14 10],[17 18],[16 10],,,[18 20],[13  9],,,[14  9],[16 11],[17 12],[16 11],,,[16 11],,,[16 13],,,[17 20],,,,,,,
342,[14 11],[14 11],[17 10],[16 10],[14 11],[17  9],,,[15 11],[16  8],[16 10],[15 13],[14 10],[15  8],[15  8],[21 17],,[16  9],,[14 10],[14 11],[16 10],[13  9],[17 20],[13 11],[13  9],[14 10],[14  9],,[14 10],[19 15],[15 10],[16 11],[14  9],[14  8],[14  9],[15 10],[14  8],[14  9],[18 12],[16  9],[16 21],[16  9],[14 10],[14  9],[14 10],[17 17],[16  9],,,[18 20],[14  9],,,[13  8],[16 10],[17 11],[16 10],,,[16 11],,,[16 12],,,,,,,,,,
343,[13 11],[14 11],[17 10],[15 10],[14 12],[17 10],,,[14 11],[16  9],[16 10],[15 13],[14 11],[14  8],[15  9],[21 18],,[16 10],,[14 10],[14 11],[16 10],[14  9],[17 20],[13 11],[13  9],[14 10],[14 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[14  8],[14  9],[15 11],[13  8],[14  9],[18 12],[17 10],[16 21],[16  9],[14 10],[14  9],[14 10],[17 18],[16 10],,,[18 21],[14  9],,,[13  9],[16 11],[17 11],[16 10],,,[16 11],,,[16 12],,,,,,,,,,
344,[14 11],[14 11],[17 10],[16 10],[14 12],[17  9],,,[14 11],[16  9],[16 10],[15 13],[14 11],[14  8],[15  8],[21 17],,[16  9],,[14 10],[14 11],[16 10],[13  9],[17 20],[13 11],[13  9],[14 10],[14 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[14  8],[14  9],[15 10],[14  8],[14  9],[18 12],[17  9],[16 21],[16 10],[14 10],[14  9],[14 10],[17 18],[16 10],,,[18 19],[14  9],,,[13  9],[16 11],[17 11],[16 10],,,[16 11],,,[16 12],,,,,,,,,,
345,[14 11],[14 11],[16 10],[15  9],[14 11],[17 10],,,[14 11],[15  9],[17 10],[15 13],[15 11],[14  8],[15  8],[21 18],,[16  9],,[14 10],[14 11],[16 10],[14 10],[17 20],[13 11],[13  9],[13 10],[14 10],,[14 10],[19 15],[15 10],[16 11],[14  9],[15  8],[15  9],[15 11],[14  8],[14  9],[18 12],[17  9],[15 21],[18 10],[15 10],[14  9],[14 10],[17 18],[17 10],,,[18 20],[14  9],,,[14  9],[15 11],[17 11],[16 11],,,[16 11],,,[16 12],,,,,,,,,,
